Date;hour;Spot DE.AT_price;day
20150214;21;37.64;7
20150214;22;32.05;7
20150214;23;34.96;7
20150214;24;30.87;7
20150215;1;30.59;1
20150215;2;30.01;1
20150215;3;30.59;1
20150215;4;30.01;1
20150215;5;29.28;1
20150215;6;30.03;1
20150215;7;27.67;1
20150215;8;27.68;1
20150215;9;30.52;1
20150215;10;27.33;1
20150215;11;26.38;1
20150215;12;26.39;1
20150215;13;25.93;1
20150215;14;24.11;1
20150215;15;23.69;1
20150215;16;25.57;1
20150215;17;26.64;1
20150215;18;31.24;1
20150215;19;40.04;1
20150215;20;39.2;1
20150215;21;31.83;1
20150215;22;30.58;1
20150215;23;32.5;1
20150215;24;28.45;1
20150216;1;26.72;2
20150216;2;26.02;2
20150216;3;25.35;2
20150216;4;26.26;2
20150216;5;25.89;2
20150216;6;27.02;2
20150216;7;39.97;2
20150216;8;47.83;2
20150216;9;44.91;2
20150216;10;41.46;2
20150216;11;35.07;2
20150216;12;32.87;2
20150216;13;30.59;2
20150216;14;30.38;2
20150216;15;30.57;2
20150216;16;35;2
20150216;17;40.68;2
20150216;18;46.05;2
20150216;19;54.15;2
20150216;20;47.45;2
20150216;21;42.99;2
20150216;22;34.17;2
20150216;23;31.34;2
20150216;24;30.01;2
20150217;1;29.09;3
20150217;2;29.27;3
20150217;3;29.79;3
20150217;4;30.07;3
20150217;5;30.03;3
20150217;6;31.08;3
20150217;7;44;3
20150217;8;55.03;3
20150217;9;55.55;3
20150217;10;49.98;3
20150217;11;47.91;3
20150217;12;45.53;3
20150217;13;43.31;3
20150217;14;43.32;3
20150217;15;43.51;3
20150217;16;44.54;3
20150217;17;44.92;3
20150217;18;49.6;3
20150217;19;62.51;3
20150217;20;56.92;3
20150217;21;49.94;3
20150217;22;42.72;3
20150217;23;40.08;3
20150217;24;31.97;3
20150218;1;30.3;4
20150218;2;30.09;4
20150218;3;30.03;4
20150218;4;29.75;4
20150218;5;31.03;4
20150218;6;33.58;4
20150218;7;47.91;4
20150218;8;54.62;4
20150218;9;57.8;4
20150218;10;53.94;4
